,Unnamed: 0.1,Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0,0.0,0.7304631471189666,2.885846472488202,5.831327892742091,19.212182313188084,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.440268378362637,1.8203341036428238,14.187526814497952,14.187526814497952,8.059125775508376,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,1.1943176378757767,11.170326790619496,2.2596737867230705,0.0,7.483295642295591,11.69262258528247,0.0,0.7304631471189666,11.69262258528247,11.686189379390555,0.0,13.698887979000148,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.1943176378757767,2.6025944687727294,2.2596737867230705,0.0,1.5409627556327752,14.187526814497952,1.1943176378757767,1.1943176378757767,10.506270963009685,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,5.7146689026506605,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,1.8203341036428238,1.1943176378757767,3.156009111482345,14.976590572395713,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.7304631471189666,1.1943176378757767,2.055641538058108,6.221213632878419,19.71220477890197,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.2596737867230705,2.440268378362637,14.145138012244155,14.145138012244155,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,0.7304631471189666,0.0,12.062831653433358,2.2596737867230705,0.0,8.897843946804546,12.792276226358874,0.0,0.7304631471189666,12.792276226358874,0.0,0.0,12.792276226358874,0.0,0.7304631471189666,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.2596737867230705,0.7304631471189666,2.055641538058108,14.145138012244155,1.1943176378757767,1.1943176378757767,10.06209830903299,2.055641538058108,2.055641538058108,1.1943176378757767,9.010205578972315,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,2.440268378362637,0.7304631471189666,3.140515835450359,14.923099981574879,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,1.1943176378757767,1.5409627556327752,2.885846472488202,5.914940018959451,20.347240908682487,0.7304631471189666,0.7304631471189666,0.0,0.0,2.440268378362637,1.8203341036428238,14.184403604277843,14.185965540731983,7.6465380079030645,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.1943176378757767,10.200342662007953,2.2596737867230705,0.0,9.917059938656934,11.89203905911452,0.0,0.7304631471189666,11.89203905911452,11.724598476197201,0.0,13.83208545463177,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.1943176378757767,2.2596737867230705,2.2596737867230705,0.7304631471189666,2.055641538058108,14.184403604277843,1.1943176378757767,1.1943176378757767,10.775536258885502,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,5.0533710494211155,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,3.011340243262834,1.1943176378757767,3.1637185872950275,15.149677653282357,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,1.5409627556327752,1.8203341036428238,3.011340243262834,5.684506656824126,19.691552676807884,0.7304631471189666,0.7304631471189666,0.0,0.0,2.440268378362637,1.8203341036428238,14.047528636178493,14.135651502935826,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,0.7304631471189666,1.5409627556327752,0.0,8.274265741119429,2.2596737867230705,0.0,10.468499910096941,11.354094166792635,1.1943176378757767,0.7304631471189666,12.013683020322897,11.354094166792635,0.0,13.711364159471431,0.7304631471189666,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,1.1943176378757767,2.440268378362637,2.2596737867230705,0.7304631471189666,1.1943176378757767,14.179713812657004,1.5409627556327752,1.5409627556327752,10.918252927785405,2.055641538058108,2.055641538058108,1.1943176378757767,0.0,4.745132396064701,8.797735592116597,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,1.8203341036428238,0.0,3.111134303468447,14.857120810745197,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,1.8203341036428238,2.055641538058108,2.885846472488202,6.314734756825906,21.32515985291932,0.7304631471189666,0.7304631471189666,0.0,0.0,2.6025944687727294,1.8203341036428238,14.182841004523032,14.182841004523032,9.391827134755262,1.1943176378757767,1.8203341036428238,1.1943176378757767,1.8203341036428238,0.0,1.1943176378757767,10.971129399749735,2.2596737867230705,0.0,10.221051196470764,12.510587913259403,0.0,0.7304631471189666,12.510587913259403,12.271364745626231,0.0,14.480029495615659,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.1943176378757767,2.750250297485029,2.2596737867230705,0.7304631471189666,2.055641538058108,14.182841004523032,1.1943176378757767,1.5409627556327752,11.627707599932261,2.055641538058108,2.055641538058108,1.1943176378757767,8.013883697367245,6.314734756825906,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,1.5409627556327752,1.1943176378757767,3.1760811975415466,15.852311573332502,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,2.055641538058108,2.2596737867230705,2.750250297485029,6.337529394588084,21.282282796539835,0.7304631471189666,0.7304631471189666,0.0,0.0,2.055641538058108,1.8203341036428238,14.171884182186483,14.175018034740056,0.0,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.5409627556327752,1.1943176378757767,11.267216541031873,2.2596737867230705,0.0,5.80273872401839,11.493820273589396,0.0,0.7304631471189666,11.493820273589396,10.589574424774424,0.0,13.015962914755876,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,1.5409627556327752,2.055641538058108,2.2596737867230705,0.0,1.5409627556327752,14.171884182186483,1.5409627556327752,1.1943176378757767,10.169007130464756,2.055641538058108,2.055641538058108,1.1943176378757767,4.969939052451073,4.492017742920502,0.0,9.178050664421775,0.0,0.0,1.5409627556327752,1.1943176378757767,11.147538247731708,0.7304631471189666,1.5409627556327752,3.113552675433295,14.421879332825283,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,2.2596737867230705,2.440268378362637,2.055641538058108,6.098626104970388,19.907528872852918,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.6025944687727294,1.8203341036428238,14.189087426187385,14.19064737641105,7.944502934774821,1.1943176378757767,1.8203341036428238,0.0,1.8203341036428238,0.0,1.1943176378757767,13.031092624489567,2.2596737867230705,0.0,9.15574970587587,13.655780507688625,0.0,0.7304631471189666,13.670207259396387,0.0,0.0,13.670207259396387,0.7304631471189666,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,1.1943176378757767,2.440268378362637,2.2596737867230705,0.7304631471189666,1.1943176378757767,14.189087426187385,1.1943176378757767,1.1943176378757767,10.89354133302396,2.055641538058108,2.055641538058108,1.1943176378757767,8.64931139996047,5.59142712460611,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,2.885846472488202,0.7304631471189666,3.198516000130207,15.889511511710909,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,2.440268378362637,2.6025944687727294,2.885846472488202,5.960780832505254,20.023861568757013,0.7304631471189666,0.7304631471189666,0.0,0.0,2.440268378362637,2.055641538058108,14.140397821243571,14.140397821243571,8.511219710154148,1.5409627556327752,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,0.0,11.702248507491014,0.7304631471189666,4.597156711708115,8.274265741119429,12.413831308023239,0.0,0.7304631471189666,12.413831308023239,12.077149047696548,0.0,14.320888266014626,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.440268378362637,2.2596737867230705,1.1943176378757767,2.055641538058108,14.140397821243571,1.1943176378757767,1.1943176378757767,10.189934126006927,2.055641538058108,2.055641538058108,1.1943176378757767,8.463563732298573,8.147315588624346,8.39538258223558,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,9.391827134755262,1.1943176378757767,1.5409627556327752,3.1513738027005695,15.702021223515466,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,2.6025944687727294,2.750250297485029,2.750250297485029,5.392276337227255,17.98987134386776,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.440268378362637,1.8203341036428238,14.073383820784445,14.103851511653946,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.2596737867230705,0.0,2.2596737867230705,0.0,11.987363555250518,11.987363555250518,1.1943176378757767,0.7304631471189666,12.186750882025454,11.339778687893531,0.0,13.811378405864021,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,1.1943176378757767,1.5409627556327752,2.6025944687727294,1.1943176378757767,1.1943176378757767,2.055641538058108,14.073383820784445,1.5409627556327752,1.1943176378757767,10.105326135535595,0.7304631471189666,2.055641538058108,1.1943176378757767,6.448232316019433,0.0,8.158132683068054,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,2.2596737867230705,1.1943176378757767,3.102566378418162,15.173779778858885,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9,2.750250297485029,2.885846472488202,1.8203341036428238,5.357203202420049,18.712543705168287,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.0,2.055641538058108,2.055641538058108,14.086243227218915,14.103851511653946,0.0,1.5409627556327752,1.8203341036428238,1.8203341036428238,1.8203341036428238,1.5409627556327752,1.1943176378757767,11.676515545860786,2.2596737867230705,0.0,7.338607270038526,12.099928771272056,0.0,0.7304631471189666,12.335431399519656,0.0,0.0,12.335431399519656,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,1.1943176378757767,1.5409627556327752,2.055641538058108,2.2596737867230705,1.1943176378757767,2.055641538058108,14.086243227218915,1.1943176378757767,0.7304631471189666,8.158132683068054,1.1943176378757767,2.055641538058108,1.1943176378757767,0.0,1.8203341036428238,0.0,0.0,0.0,0.0,1.5409627556327752,1.8203341036428238,0.0,0.0,1.1943176378757767,3.0915095602134173,14.287616792935944,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
